STATION,POINT ID,DATE,PH,NA,NO3 and NO2,PO4,NH4,SO4,NH4
A2R001Q01,90240,22/10/2008,8.267,45.397,-9999,0.329,0.282,0.565,0.0157
A2R001Q01,90240,22/10/2008,8.217,41.974,-9999,0.396,0.197,0.533,0.0109
A2R001Q01,90240,22/10/2008,8.304,45.323,-9999,0.38,0.38,0.5523,0.0211
A2R001Q01,90240,22/10/2008,8.032,45.136,-9999,0.171,0.28,0.5429,0.0156
A2R001Q01,90240,22/10/2008,8.063,44.95,-9999,0.154,0.196,0.55,0.0109
A2R001Q01,90240,22/10/2008,8.264,44.531,-9999,0.381,0.548,0.537,0.0304
A2R001Q01,90240,22/10/2008,8.162,41.099,-9999,0.495,0.861,0.5064,0.0478
A2R001Q01,90240,22/10/2008,8.292,39.871,-9999,0.411,1.193,0.507,0.0663
A2R001Q01,90240,05/11/2008,8.472,46.868,-9999,0.416,0.143,0.5475,0.0079
A2R001Q01,90240,05/11/2008,8.127,45.161,-9999,0.408,0.072,0.5511,0.004
A2R001Q01,90240,05/11/2008,8.398,44.794,-9999,0.421,0.167,0.5498,0.0093
A2R001Q01,90240,05/11/2008,8.369,45.485,-9999,0.428,0.185,0.5545,0.0103
A2R001Q01,90240,05/11/2008,8.105,44.305,-9999,0.348,0.613,0.5466,0.0341
A2R001Q01,90240,05/11/2008,8.331,44.867,-9999,0.446,0.975,0.5407,0.0542
A2R001Q01,90240,05/11/2008,8.337,42.504,-9999,0.443,1.364,0.5376,0.0758
A2R001Q01,90240,19/11/2008,8.8,43,2.7,0.4,5.6,0.5619,0.3111
A2R001Q01,90240,19/11/2008,8.7,46,2.7,0.4,0.9,0.5515,0.05
A2R001Q01,90240,19/11/2008,8.477,45.8,-9999,0.344,0.139,0.4839,0.0077
A2R001Q01,90240,19/11/2008,8.7,48,2.8,0.4,0.9,0.5411,0.05
A2R001Q01,90240,19/11/2008,8.324,47.1,-9999,0.328,0.025,0.5232,0.0014
A2R001Q01,90240,19/11/2008,7.791,45.9,-9999,0.34,0.064,0.5195,0.0036
A2R001Q01,90240,19/11/2008,8.6,51,2.8,0.4,0.9,0.5827,0.05
A2R001Q01,90240,19/11/2008,8.436,47,-9999,0.428,0.447,0.473,0.0248
A2R001Q01,90240,03/12/2008,9.5,49,1.6,0.3,1.9,0.5515,0.1056
A2R001Q01,90240,03/12/2008,7.5,52,0.15,1.9,10,0.5515,0.5556
A2R001Q01,90240,03/12/2008,9.5,51,1.5,0.3,0.9,0.5619,0.05
A2R001Q01,90240,03/12/2008,8.166,33.675,-9999,0.346,0.129,0.5113,0.0072
A2R001Q01,90240,03/12/2008,8.115,44.3,-9999,0.461,1.535,0.4606,0.0853
A2R001Q01,90240,18/12/2008,8.89,40.976,-9999,0.237,0.025,0.5172,0.0014
A2R001Q01,90240,18/12/2008,8.286,41.349,-9999,0.314,0.025,0.5333,0.0014
A2R001Q01,90240,18/12/2008,8.299,38.007,-9999,0.262,0.025,0.563,0.0014
A2R001Q01,90240,18/12/2008,7.702,38.525,-9999,0.015,0.135,0.5666,0.0075
A2R001Q01,90240,18/12/2008,8.379,42.952,-9999,0.269,0.025,0.5102,0.0014
A2R001Q01,90240,14/01/2009,8.452,44.3,-9999,0.238,0.025,0.4519,0.0014
A2R001Q01,90240,14/01/2009,8.651,45,-9999,0.221,0.082,0.4854,0.0046
A2R001Q01,90240,14/01/2009,8.802,42.3,-9999,0.203,0.025,0.513,0.0014
A2R001Q01,90240,14/01/2009,9.262,43.1,-9999,0.207,0.056,0.4435,0.0031
A2R001Q01,90240,14/01/2009,9.282,42.2,-9999,0.222,0.025,0.4714,0.0014
A2R001Q01,90240,14/01/2009,8.443,40.9,-9999,0.294,0.409,0.4585,0.0227
A2R001Q01,90240,14/01/2009,8.422,43.4,-9999,0.572,2.263,0.4628,0.1257
A2R001Q01,90240,28/01/2009,8.11,42,-9999,0.293,0.06,0.4717,0.0033
A2R001Q01,90240,28/01/2009,8.269,42.8,-9999,0.273,0.025,0.4657,0.0014
A2R001Q01,90240,28/01/2009,9.303,41.8,-9999,0.211,0.025,0.4754,0.0014
A2R001Q01,90240,28/01/2009,8.434,40.9,-9999,0.328,0.246,0.4561,0.0137
A2R001Q01,90240,28/01/2009,8.219,41.8,-9999,0.427,1.124,0.4602,0.0624
A2R001Q01,90240,28/01/2009,8.229,42.9,-9999,0.864,2.731,0.4296,0.1517
A2R001Q01,90240,28/01/2009,8.62,42.6,-9999,0.289,0.125,0.4804,0.0069
A2R001Q01,90240,11/02/2009,8.238,42,0.136,0.2,0.111,0.4793,0.0062
A2R001Q01,90240,11/02/2009,7.847,38.6,-9999,0.361,1.733,0.4651,0.0963
A2R001Q01,90240,11/02/2009,8.353,41.8,0.266,0.294,0.431,0.4955,0.0239
A2R001Q01,90240,11/02/2009,8.844,41.2,1.034,0.257,0.094,0.4754,0.0052
A2R001Q01,90240,11/02/2009,8.152,42.7,1.891,0.32,0.3,0.4973,0.0167
A2R001Q01,90240,11/02/2009,8.223,38.7,1.452,0.378,1.014,0.4591,0.0563
A2R001Q01,90240,11/02/2009,8.177,40.9,0.853,0.434,1.671,0.4507,0.0928
A2R001Q01,90240,25/02/2009,9.307,40.6,-9999,0.178,0.025,0.4644,0.0014
A2R001Q01,90240,25/02/2009,9.425,41.1,-9999,0.193,0.025,0.4671,0.0014
A2R001Q01,90240,25/02/2009,9.242,40.6,-9999,0.185,0.025,0.4812,0.0014
A2R001Q01,90240,25/02/2009,9.314,40.787,-9999,0.213,0.053,0.4721,0.0029
A2R001Q01,90240,25/02/2009,8.186,42.3,-9999,0.205,0.025,0.478,0.0014
A2R001Q01,90240,25/02/2009,8.681,40.6,-9999,0.232,0.235,0.4544,0.0131
A2R001Q01,90240,25/02/2009,8.399,41.3,-9999,0.382,0.903,0.4623,0.0502
A2R001Q01,90240,25/02/2009,7.989,41.7,-9999,0.479,1.812,0.4173,0.1007
A2R001Q01,90240,11/03/2009,8.459,41.3,-9999,0.252,0.221,0.5374,0.0123
A2R001Q01,90240,11/03/2009,9.032,41,-9999,0.232,0.282,0.4976,0.0157
A2R001Q01,90240,11/03/2009,8.731,41.1,0.761,0.222,0.116,0.4154,0.0064
A2R001Q01,90240,11/03/2009,8.879,39.9,-9999,0.24,0.242,0.4529,0.0134
A2R001Q01,90240,11/03/2009,9.01,39.9,-9999,0.208,0.169,0.4601,0.0094
A2R001Q01,90240,11/03/2009,8.921,40.4,-9999,0.333,0.161,0.4532,0.0089
A2R001Q01,90240,11/03/2009,8.217,41.6,-9999,0.229,0.27,0.4624,0.015
A2R001Q01,90240,11/03/2009,8.163,43.4,-9999,0.365,0.975,0.4451,0.0542
A2R001Q01,90240,25/03/2009,9.338,40.5,-9999,0.223,0.025,0.4787,0.0014
A2R001Q01,90240,25/03/2009,7.802,41,-9999,0.909,2.585,0.4619,0.1436
A2R001Q01,90240,25/03/2009,9.131,40.7,-9999,0.257,0.025,0.4593,0.0014
A2R001Q01,90240,25/03/2009,8.26,40.7,-9999,0.281,0.025,0.4594,0.0014
A2R001Q01,90240,25/03/2009,9.321,40,-9999,0.23,0.025,0.4696,0.0014
A2R001Q01,90240,25/03/2009,8.696,41.8,-9999,0.233,0.025,0.4608,0.0014
A2R001Q01,90240,25/03/2009,8.356,40.7,-9999,0.298,0.601,0.4517,0.0334
A2R001Q01,90240,25/03/2009,8.048,35.5,-9999,0.238,0.854,0.4382,0.0474
A2R001Q01,90240,08/04/2009,8.14,38.6,-9999,0.179,0.025,0.4712,0.0014
A2R001Q01,90240,08/04/2009,7.944,38.7,0.797,0.128,0.025,0.4311,0.0014
A2R001Q01,90240,08/04/2009,8.785,40.6,-9999,0.214,0.025,0.469,0.0014
A2R001Q01,90240,08/04/2009,8.553,40.1,-9999,0.207,0.025,0.4526,0.0014
A2R001Q01,90240,08/04/2009,8.059,39.1,0.905,0.184,0.025,0.4653,0.0014
A2R001Q01,90240,08/04/2009,8.405,39.6,1.037,0.191,0.025,0.4477,0.0014
A2R001Q01,90240,23/04/2009,8.172,42.6,1.278,0.214,0.091,0.4591,0.0051
A2R001Q01,90240,23/04/2009,7.696,41.2,-9999,0.182,0.025,0.4471,0.0014
A2R001Q01,90240,23/04/2009,8.398,41,-9999,0.231,0.121,0.4655,0.0067
A2R001Q01,90240,23/04/2009,7.947,41.4,-9999,0.2,0.025,0.4924,0.0014
A2R001Q01,90240,23/04/2009,8.536,40.4,-9999,0.225,0.123,0.4984,0.0068
A2R001Q01,90240,23/04/2009,8.172,43.4,-9999,0.225,0.154,0.4723,0.0086
A2R001Q01,90240,06/05/2009,7.985,40.7,1.433,0.156,0.025,0.4853,0.0014
A2R001Q01,90240,06/05/2009,6.834,41.8,-9999,0.288,0.025,0.5387,0.0014
A2R001Q01,90240,06/05/2009,8.29,26.9,1.574,0.203,0.025,0.4878,0.0014
A2R001Q01,90240,06/05/2009,8.148,40.8,1.506,0.167,0.121,0.4868,0.0067
A2R001Q01,90240,21/05/2009,8.236,43.8,1.722,0.199,0.025,0.4965,0.0014
A2R001Q01,90240,21/05/2009,7.862,43.3,-9999,0.113,0.025,0.4965,0.0014
A2R001Q01,90240,21/05/2009,7.961,41.7,-9999,0.14,0.025,0.5,0.0014
A2R001Q01,90240,21/05/2009,8.352,44.9,-9999,0.185,0.025,0.5054,0.0014
A2R001Q01,90240,21/05/2009,8.177,41.4,-9999,0.151,0.025,0.5057,0.0014
A2R001Q01,90240,21/05/2009,8.113,42.2,-9999,0.15,0.025,0.5279,0.0014
A2R001Q01,90240,21/05/2009,7.981,41.7,-9999,0.114,0.025,0.482,0.0014
A2R001Q01,90240,03/06/2009,7.853,41.528,-9999,0.146,0.025,0.4999,0.0014
A2R001Q01,90240,03/06/2009,8.315,40.856,-9999,0.189,0.025,0.4987,0.0014
A2R001Q01,90240,03/06/2009,8.155,40.881,-9999,0.144,0.025,0.5101,0.0014
A2R001Q01,90240,03/06/2009,7.777,44,-9999,0.182,0.107,0.5231,0.0059
A2R001Q01,90240,18/06/2009,7.586,41.6,-9999,0.231,0.025,0.4982,0.0014
A2R001Q01,90240,18/06/2009,7.457,43.3,-9999,0.198,0.025,0.4923,0.0014
A2R001Q01,90240,18/06/2009,7.799,41.5,1.37,0.006,0.025,0.4853,0.0014
A2R001Q01,90240,18/06/2009,7.899,42.178,-9999,0.185,0.025,0.5379,0.0014
A2R001Q01,90240,18/06/2009,8.324,42.851,-9999,0.189,0.025,0.503,0.0014
A2R001Q01,90240,18/06/2009,8.36,40.947,-9999,0.2,0.025,0.4913,0.0014
A2R001Q01,90240,18/06/2009,8.203,43.2,-9999,0.192,0.025,0.4904,0.0014
A2R001Q01,90240,01/07/2009,8.007,42.6,-9999,0.191,0.025,0.5149,0.0014
A2R001Q01,90240,01/07/2009,8.278,43.6,-9999,0.193,0.025,0.5122,0.0014
A2R001Q01,90240,29/07/2009,8.205,43.4,3.006,0.228,0.025,0.4981,0.0014
A2R001Q01,90240,29/07/2009,8.038,42.5,2.879,0.194,0.025,0.4881,0.0014
A2R001Q01,90240,29/07/2009,8.064,41.3,2.899,0.213,0.025,0.5084,0.0014
A2R001Q01,90240,29/07/2009,8.223,41,2.882,0.195,0.025,0.4921,0.0014
A2R001Q01,90240,29/07/2009,8.177,40.2,2.824,0.214,0.025,0.5109,0.0014
A2R001Q01,90240,29/07/2009,8.269,39.7,2.941,0.253,0.025,0.4953,0.0014
A2R001Q01,90240,29/07/2009,7.749,44.4,0.347,1.063,0.025,0.4794,0.0014
A2R001Q01,90240,13/08/2009,8.576,44.1,2.552,0.182,0.025,0.4975,0.0014
A2R001Q01,90240,13/08/2009,8.731,42.6,2.61,0.179,0.025,0.5179,0.0014
A2R001Q01,90240,13/08/2009,8.748,41.9,2.53,0.171,0.025,0.4962,0.0014
A2R001Q01,90240,13/08/2009,8.67,42.4,2.541,0.168,0.025,0.502,0.0014
A2R001Q01,90240,13/08/2009,8.61,41.2,-9999,0.18,0.05,0.5104,0.0028
A2R001Q01,90240,13/08/2009,8.61,41.2,2.575,0.18,0.025,0.5104,0.0014
A2R001Q01,90240,13/08/2009,8.386,39.7,2.58,0.177,0.025,0.5267,0.0014
A2R001Q01,90240,13/08/2009,8.167,42.7,2.926,0.28,0.025,0.5014,0.0014
A2R001Q01,90240,13/08/2009,8.066,44,1.967,0.157,0.025,0.4751,0.0014
A2R001Q01,90240,26/08/2009,8.381,43.7,1.858,0.194,0.025,0.5546,0.0014
A2R001Q01,90240,26/08/2009,8.375,43.7,1.907,0.198,0.025,0.5425,0.0014
A2R001Q01,90240,26/08/2009,7.771,43.7,1.863,0.165,0.025,0.544,0.0014
A2R001Q01,90240,26/08/2009,8.789,43.5,1.907,0.201,0.025,0.537,0.0014
A2R001Q01,90240,26/08/2009,8.526,44.4,2.115,0.237,0.025,0.5587,0.0014
A2R001Q01,90240,26/08/2009,7.884,43.2,1.32,0.006,0.025,0.5425,0.0014
A2R001Q01,90240,26/08/2009,8.412,43.2,2.219,0.213,0.025,0.5655,0.0014
A2R001Q01,90240,26/08/2009,7.225,42.9,2.84,0.191,0.025,0.5174,0.0014
A2R001Q01,90240,09/09/2009,8.316,48.4,-9999,0.259,0.052,0.5445,0.0029
A2R001Q01,90240,09/09/2009,7.972,46.59,-9999,0.278,0.219,0.519,0.0122
A2R001Q01,90240,09/09/2009,7.933,53.1,-9999,0.275,0.118,0.5862,0.0066
A2R001Q01,90240,09/09/2009,8.393,54.8,-9999,0.255,0.109,0.5814,0.0061
A2R001Q01,90240,09/09/2009,8.287,46.282,-9999,0.315,0.239,0.5286,0.0133
A2R001Q01,90240,09/09/2009,8.259,45.427,-9999,0.224,0.055,0.5181,0.0031
A2R001Q01,90240,09/09/2009,8.362,51.7,-9999,0.223,0.097,0.5679,0.0054
A2R001Q01,90240,09/09/2009,8.14,44.507,-9999,0.228,0.139,0.4837,0.0077
A2R001Q01,90240,22/09/2009,8.149,46.8,3.27,0.302,0.025,0.5094,0.0014
A2R001Q01,90240,22/09/2009,8.118,48.3,3.43,0.329,0.025,0.568,0.0014
A2R001Q01,90240,22/09/2009,7.747,46.9,3.41,0.299,0.025,0.5046,0.0014
A2R001Q01,90240,22/09/2009,8.159,46.6,3.28,0.325,0.067,0.5012,0.0037
A2R001Q01,90240,22/09/2009,7.927,46.2,3.21,0.296,0.025,0.5057,0.0014
A2R001Q01,90240,22/09/2009,8.179,45.5,2.91,0.305,0.354,0.4949,0.0197
A2R001Q01,90240,22/09/2009,8.197,45,2.77,0.306,0.389,0.4919,0.0216
A2R001Q01,90240,22/09/2009,8.132,43.9,2.71,0.335,0.555,0.642,0.0308
A2R001Q01,90240,07/10/2009,8.311,48.4,-9999,0.28,0.063,0.5136,0.0035
A2R001Q01,90240,07/10/2009,8.365,54.9,-9999,0.27,0.025,0.5558,0.0014
A2R001Q01,90240,07/10/2009,8.511,47.195,-9999,0.288,0.059,0.5276,0.0033
A2R001Q01,90240,07/10/2009,8.55,47.221,-9999,0.297,0.094,0.5214,0.0052
A2R001Q01,90240,07/10/2009,8.228,47.466,-9999,0.316,0.344,0.5139,0.0191
A2R001Q01,90240,07/10/2009,8.311,45.649,-9999,0.336,0.568,0.5502,0.0316
A2R001Q01,90240,07/10/2009,8.034,47.131,-9999,0.361,0.765,0.4995,0.0425
A2R001Q01,90240,21/10/2009,8.415,47.523,-9999,0.266,0.185,0.5347,0.0103
A2R001Q01,90240,21/10/2009,8.409,48.795,-9999,0.276,0.238,0.4934,0.0132
A2R001Q01,90240,21/10/2009,8.404,48.226,-9999,0.267,0.216,0.5154,0.012
A2R001Q01,90240,21/10/2009,8.459,48.658,-9999,0.283,0.24,0.5137,0.0133
A2R001Q01,90240,21/10/2009,8.404,48.429,-9999,0.281,0.264,0.5139,0.0147
A2R001Q01,90240,21/10/2009,8.046,47.925,-9999,0.335,0.492,0.5079,0.0273
A2R001Q01,90240,21/10/2009,8.496,46.796,-9999,0.392,0.881,0.4855,0.0489
A2R001Q01,90240,21/10/2009,8.266,46.282,-9999,0.37,0.967,0.4944,0.0537
A2R001Q01,90240,04/11/2009,8.507,48.306,-9999,0.252,0.025,0.5175,0.0014
A2R001Q01,90240,04/11/2009,8.555,49.561,-9999,0.239,0.025,0.5077,0.0014
A2R001Q01,90240,04/11/2009,8.184,48.235,-9999,0.24,0.025,0.5055,0.0014
A2R001Q01,90240,04/11/2009,8.43,49.037,-9999,0.245,0.025,0.5095,0.0014
A2R001Q01,90240,04/11/2009,8.172,48.837,-9999,0.281,0.216,0.5234,0.012
A2R001Q01,90240,04/11/2009,8.233,47.402,-9999,0.365,0.778,0.4995,0.0432
A2R001Q01,90240,18/11/2009,8.528,45.3,-9999,0.247,0.086,0.5187,0.0048
A2R001Q01,90240,18/11/2009,8.441,44.2,-9999,0.242,0.08,0.5144,0.0044
A2R001Q01,90240,18/11/2009,8.194,44.7,-9999,0.363,1.084,0.4796,0.0602
A2R001Q01,90240,02/12/2009,8.945,46.4,-9999,0.133,0.025,0.4796,0.0014
A2R001Q01,90240,02/12/2009,8.504,44.2,-9999,0.236,0.211,0.5125,0.0117
A2R001Q01,90240,02/12/2009,8.221,39.5,-9999,0.323,0.576,0.4631,0.032
A2R001Q01,90240,02/12/2009,8.209,43.2,-9999,0.481,1.486,0.474,0.0826
A2R001Q01,90240,02/12/2009,9.324,46.3,-9999,0.16,0.062,0.5058,0.0034
A2R001Q01,90240,02/12/2009,8.778,45.3,-9999,0.125,0.025,0.4824,0.0014
A2R001Q01,90240,02/12/2009,9.25,47.2,-9999,0.166,0.025,0.5231,0.0014
A2R001Q01,90240,02/12/2009,8.947,45.1,-9999,0.16,0.025,0.4902,0.0014
A2R001Q01,90240,17/12/2009,9.111,52.4,-9999,0.181,0.025,0.4566,0.0014
A2R001Q01,90240,13/01/2010,9.575,38.4,-9999,0.141,0.025,0.4855,0.0014
A2R001Q01,90240,13/01/2010,9.727,40.2,-9999,0.166,0.025,0.4871,0.0014
A2R001Q01,90240,13/01/2010,9.409,38.1,-9999,0.13,0.025,0.507,0.0014
A2R001Q01,90240,13/01/2010,9.713,39.3,-9999,0.148,0.025,0.4932,0.0014
A2R001Q01,90240,13/01/2010,9.377,38.7,-9999,0.139,0.112,0.4835,0.0062
A2R001Q01,90240,13/01/2010,7.843,34,2.196,0.199,0.227,0.4461,0.0126
A2R001Q01,90240,13/01/2010,8.004,41.2,1.152,0.331,1.044,0.4481,0.058
A2R001Q01,90240,13/01/2010,8.184,40.7,-9999,0.462,1.529,0.4516,0.0849
A2R001Q01,90240,27/01/2010,9.165,36.5,-9999,0.177,0.121,0.4373,0.0067
A2R001Q01,90240,27/01/2010,8.675,36.3,-9999,0.132,0.025,0.473,0.0014
A2R001Q01,90240,27/01/2010,8.838,36.3,-9999,0.191,0.184,0.4382,0.0102
A2R001Q01,90240,27/01/2010,8.374,36.8,-9999,0.173,0.158,0.4372,0.0088
A2R001Q01,90240,27/01/2010,8.861,37.6,-9999,0.195,0.226,0.4606,0.0126
A2R001Q01,90240,27/01/2010,8.301,34.7,-9999,0.262,0.387,0.4234,0.0215
A2R001Q01,90240,27/01/2010,8.058,34.3,-9999,0.279,0.315,0.4221,0.0175
A2R001Q01,90240,27/01/2010,7.791,39,-9999,0.549,0.025,0.4454,0.0014
A2R001Q01,90240,10/02/2010,9.586,39.4,-9999,0.135,0.025,0.4907,0.0014
A2R001Q01,90240,10/02/2010,8.863,39.5,-9999,0.276,0.516,0.5127,0.0287
A2R001Q01,90240,10/02/2010,9.615,39.7,-9999,0.156,0.025,0.505,0.0014
A2R001Q01,90240,10/02/2010,9.355,39.1,-9999,0.131,0.261,0.443,0.0145
A2R001Q01,90240,10/02/2010,7.974,34.5,-9999,0.23,0.688,0.4939,0.0382
A2R001Q01,90240,10/02/2010,9.619,39.5,-9999,0.132,0.025,0.4894,0.0014
A2R001Q01,90240,10/02/2010,7.96,38.1,-9999,0.3,1.196,0.4551,0.0664
A2R001Q01,90240,10/02/2010,8.167,39.8,-9999,0.455,1.519,0.4588,0.0844
A2R001Q01,90240,10/03/2010,7.568,43.7,0.005,1.328,7.125,0.4923,0.3958
A2R001Q01,90240,10/03/2010,7.434,42.9,1.445,0.318,1.944,0.5217,0.108
A2R001Q01,90240,10/03/2010,7.49,40.6,1.401,0.083,0.025,0.4763,0.0014
A2R001Q01,90240,10/03/2010,8.25,39.4,-9999,0.262,0.689,0.4551,0.0383
A2R001Q01,90240,10/03/2010,7.287,43,1.19,0.321,1.705,0.546,0.0947
A2R001Q01,90240,10/03/2010,7.143,39.8,1.922,0.329,0.025,0.4759,0.0014
A2R001Q01,90240,25/03/2010,8.277,41,-9999,0.405,0.532,0.4689,0.0296
A2R001Q01,90240,08/04/2010,8.153,38.4,1.592,0.154,0.113,0.4555,0.0063
A2R001Q01,90240,08/04/2010,8.183,41.2,1.555,0.225,0.025,0.4807,0.0014
A2R001Q01,90240,08/04/2010,8.228,40.7,1.63,0.259,0.025,0.4677,0.0014
A2R001Q01,90240,08/04/2010,8.446,40.1,1.625,0.194,0.308,0.4786,0.0171
A2R001Q01,90240,08/04/2010,8.341,40.4,1.626,0.199,0.388,0.4726,0.0216
A2R001Q01,90240,08/04/2010,8.178,34.8,2.003,0.279,1.015,0.4404,0.0564
A2R001Q01,90240,08/04/2010,8.101,33.6,2.145,0.321,1.468,0.4183,0.0816
A2R001Q01,90240,08/04/2010,8.082,34.4,1.991,0.335,1.579,0.4133,0.0877
A2R001Q01,90240,21/04/2010,8.725,42.5,-9999,0.22,0.219,0.4623,0.0122
A2R001Q01,90240,21/04/2010,8.783,42.1,-9999,0.227,0.163,0.4536,0.0091
A2R001Q01,90240,21/04/2010,8.628,39.9,-9999,0.231,0.14,0.4853,0.0078
A2R001Q01,90240,21/04/2010,8.69,39.8,-9999,0.242,0.223,0.4857,0.0124
A2R001Q01,90240,21/04/2010,8.501,38.4,-9999,0.224,0.317,0.4745,0.0176
A2R001Q01,90240,21/04/2010,8.444,36.9,-9999,0.25,0.343,0.4576,0.0191
A2R001Q01,90240,21/04/2010,7.63,39.7,-9999,0.376,1.534,0.4673,0.0852
A2R001Q01,90240,05/05/2010,7.931,42.4,2.555,0.19,0.025,0.5223,0.0014
A2R001Q01,90240,05/05/2010,8.111,40.5,2.122,0.193,0.059,0.4835,0.0033
A2R001Q01,90240,05/05/2010,8.167,40.4,2.414,0.197,0.097,0.4552,0.0054
A2R001Q01,90240,05/05/2010,8.031,40.3,2.136,0.203,0.025,0.5641,0.0014
A2R001Q01,90240,05/05/2010,8.019,41.1,2.464,0.2,0.093,0.4669,0.0052
A2R001Q01,90240,05/05/2010,8.066,42.2,2.413,0.19,0.067,0.4905,0.0037
A2R001Q01,90240,05/05/2010,8.063,43.1,2.163,0.211,0.066,0.4978,0.0037
A2R001Q01,90240,05/05/2010,7.754,46.8,3.338,0.285,0.487,0.5878,0.0271
A2R001Q01,90240,19/05/2010,8.252,43.5,-9999,0.22,0.134,0.4811,0.0074
A2R001Q01,90240,19/05/2010,8.205,42.1,2.558,0.246,0.125,0.455,0.0069
A2R001Q01,90240,19/05/2010,7.414,46.4,1.753,0.569,3.05,0.4528,0.1694
A2R001Q01,90240,19/05/2010,8.095,43.1,2.407,0.306,0.139,0.4568,0.0077
A2R001Q01,90240,19/05/2010,8.091,43.3,2.139,0.264,0.119,0.4996,0.0066
A2R001Q01,90240,19/05/2010,8.197,43.9,2.21,0.198,0.119,0.5201,0.0066
A2R001Q01,90240,19/05/2010,8.014,48.7,2.553,0.265,0.458,0.4932,0.0254
A2R001Q01,90240,02/06/2010,8.292,42.9,2.464,0.211,0.158,0.4348,0.0088
A2R001Q01,90240,02/06/2010,8.335,43.4,3.341,0.311,0.025,0.5663,0.0014
A2R001Q01,90240,02/06/2010,8.13,41.1,3.3,0.21,0.141,0.5144,0.0078
A2R001Q01,90240,02/06/2010,8.172,42.8,2.712,0.197,0.161,0.5179,0.0089
A2R001Q01,90240,02/06/2010,8.315,44.2,2.611,0.204,0.165,0.5056,0.0092
A2R001Q01,90240,02/06/2010,8.16,42,2.836,0.208,0.167,0.5154,0.0093
A2R001Q01,90240,02/06/2010,8.123,44,2.729,0.218,0.192,0.5092,0.0107
A2R001Q01,90240,02/06/2010,8.13,41.9,3.534,0.275,0.309,0.5273,0.0172
A2R001Q01,90240,17/06/2010,8.299,41.9,2.674,0.148,0.064,0.5578,0.0036
A2R001Q01,90240,17/06/2010,8.372,44,2.541,0.149,0.068,0.5135,0.0038
A2R001Q01,90240,17/06/2010,8.125,42.8,2.601,0.138,0.073,0.5185,0.0041
A2R001Q01,90240,17/06/2010,8.088,42.4,2.616,0.129,0.025,0.5273,0.0014
A2R001Q01,90240,17/06/2010,8.214,42.7,2.722,0.137,0.082,0.5305,0.0046
A2R001Q01,90240,17/06/2010,8.338,42.3,2.565,0.152,0.068,0.497,0.0038
A2R001Q01,90240,17/06/2010,8.028,42.1,2.583,0.136,0.078,0.5165,0.0043
A2R001Q01,90240,17/06/2010,8.316,43.2,2.664,0.137,0.079,0.5293,0.0044
A2R001Q01,90240,30/06/2010,8.388,43.4,2.495,0.141,0.152,0.5564,0.0084
A2R001Q01,90240,30/06/2010,8.422,42.2,2.442,0.141,0.16,0.5534,0.0089
A2R001Q01,90240,30/06/2010,8.278,43.8,2.615,0.129,0.097,0.4225,0.0054
A2R001Q01,90240,30/06/2010,8.334,43.2,2.466,0.134,0.145,0.4379,0.0081
A2R001Q01,90240,30/06/2010,8.386,43.5,2.396,0.144,0.153,0.5418,0.0085
A2R001Q01,90240,30/06/2010,8.473,43.7,2.378,0.15,0.152,0.4314,0.0084
A2R001Q01,90240,30/06/2010,8.375,43.4,2.456,0.139,0.155,0.4937,0.0086
A2R001Q01,90240,30/06/2010,8.188,42.8,3.703,0.32,0.645,0.6184,0.0358
A2R001Q01,90240,14/07/2010,8.199,40.3,2.801,0.18,0.213,0.4931,0.0118
A2R001Q01,90240,14/07/2010,8.247,40.7,2.536,0.138,0.188,0.483,0.0104
A2R001Q01,90240,14/07/2010,8.283,42.6,2.755,0.17,0.231,0.5088,0.0128
A2R001Q01,90240,14/07/2010,8.332,42.3,2.817,0.171,0.22,0.5135,0.0122
A2R001Q01,90240,14/07/2010,8.269,42.1,2.716,0.165,0.205,0.5058,0.0114
A2R001Q01,90240,14/07/2010,8.314,41.5,2.797,0.165,0.2,0.5111,0.0111
A2R001Q01,90240,14/07/2010,8.294,42.1,2.712,0.171,0.192,0.5145,0.0107
A2R001Q01,90240,14/07/2010,8.051,43.1,3.455,0.167,0.189,0.523,0.0105
A2R001Q01,90240,28/07/2010,8.447,42.1,2.87,0.19,0.145,0.4399,0.0081
A2R001Q01,90240,28/07/2010,8.286,42.4,3.04,0.173,0.133,0.3306,0.0074
A2R001Q01,90240,28/07/2010,8.211,42.7,3.1,0.192,0.306,0.4949,0.017
A2R001Q01,90240,28/07/2010,8.139,42.1,3.35,0.236,0.468,0.3966,0.026
A2R001Q01,90240,12/08/2010,8.195,46.9,2.91,0.183,0.201,0.5183,0.0112
A2R001Q01,90240,12/08/2010,8.02,46.8,3.07,0.188,0.121,0.5099,0.0067
A2R001Q01,90240,12/08/2010,8.226,46.3,2.97,0.193,0.263,0.4684,0.0146
A2R001Q01,90240,12/08/2010,8.269,47.2,2.93,0.194,0.338,0.5173,0.0188
A2R001Q01,90240,12/08/2010,8.05,46.1,2.94,0.215,0.485,0.5004,0.0269
A2R001Q01,90240,25/08/2010,8.285,47.6,3.15,0.213,0.139,0.5351,0.0077
A2R001Q01,90240,25/08/2010,8.476,47.7,0.447,0.729,0.459,0.5342,0.0255
A2R001Q01,90240,25/08/2010,6.405,47.6,3.26,0.183,0.116,0.516,0.0064
